MES_DATE,MES_TIME,FACTORY_LINE,LINE_ROBOT,PRODUCT_NUMBER,PRODUCT_NAME,DEFECT_QUANTITY
20190802,15:52:00,L100002,R9004,JP398784-02,J84-02,1
20190802,15:53:00,L100002,R9005,JP398784-02,J84-02,1
20190802,15:54:00,L100002,R9006,JP398784-02,J84-02,1
20190802,15:55:00,L100002,R9007,JP398784-02,J84-02,1
20190803,11:02:00,L100004,T0001,JP398794-01,J94-01,1
20190803,11:03:00,L100004,T0002,JP398794-01,J94-01,1
20190803,11:04:00,L100004,T0003,JP398794-01,J94-01,1
20190803,11:05:00,L100004,T0004,JP398794-01,J94-01,
20190803,11:06:00,L100004,T0005,JP398794-01,J94-01,1
20190803,11:07:00,L100004,T0006,JP398794-01,J94-01,2
20190803,11:08:00,L100004,T0007,JP398794-01,J94-01,1
20190803,11:09:00,L100004,T0008,JP398794-01,J94-01,2
20190803,11:10:00,L100004,T0009,JP398794-01,J94-01,1
20190803,11:11:00,L100004,T0010,JP398794-01,J94-01,1
20190803,11:12:00,L100004,T0011,JP398794-01,J94-01,1
20190803,11:13:00,L100004,T0012,JP398794-01,J94-01,1
20190803,11:14:00,L100004,T0013,JP398794-01,J94-01,1
20190803,11:15:00,L100004,T0014,JP398794-01,J94-01,1
20190803,11:16:00,L100004,T0015,JP398794-01,J94-01,1
20190803,11:17:00,L100004,T0001,JP398794-01,J94-01,1
20190803,11:18:00,L100004,T0002,JP398794-01,J94-01,1
20190803,11:19:00,L100004,T0003,JP398794-01,J94-01,1
20190803,11:20:00,L100004,T0004,JP398794-01,J94-01,1
20190803,11:21:00,L100004,T0005,JP398794-01,J94-01,2
20190803,11:22:00,L100004,T0006,JP398794-01,J94-01,1
20190803,11:23:00,L100004,T0007,JP398794-01,J94-01,2
20190803,11:24:00,L100004,T0008,JP398794-01,J94-01,2
20190803,11:25:00,L100004,T0009,JP398794-01,J94-01,2
20190803,11:26:00,L100004,T0010,JP398794-01,J94-01,2
20190803,11:27:00,L100004,T0011,JP398794-01,J94-01,2
20190803,11:28:00,L100004,T0012,JP398794-01,J94-01,2
20190803,11:29:00,L100004,T0013,JP398794-01,J94-01,2
20190803,11:30:00,L100004,T0014,JP398794-01,J94-01,1
20190803,11:31:00,L100004,T0015,JP398794-01,J94-01,3
20190803,11:32:00,L100004,T0001,JP398794-01,J94-01,4
20190803,11:33:00,L100004,T0002,JP398794-01,J94-01,4
20190803,11:34:00,L100004,T0003,JP398794-01,J94-01,3
20190803,11:35:00,L100004,T0004,JP398794-01,J94-01,1
20190803,11:36:00,L100004,T0005,JP398794-01,J94-01,1
20190803,11:37:00,L100004,T0006,JP398794-01,J94-01,1
20190803,11:38:00,L100004,T0007,JP398794-01,J94-01,
20190803,11:39:00,L100004,T0008,JP398794-01,J94-01,2
20190803,11:40:00,L100004,T0009,JP398794-01,J94-01,2
20190803,11:41:00,L100004,T0010,JP398794-01,J94-01,1
20190803,11:42:00,L100004,T0011,JP398794-01,J94-01,1
20190803,11:43:00,L100004,T0012,JP398794-01,J94-01,1
20190803,11:44:00,L100004,T0013,JP398794-01,J94-01,1
20190803,11:45:00,L100004,T0014,JP398794-01,J94-01,1
20190803,11:46:00,L100004,T0015,JP398794-01,J94-01,1
20190803,11:47:00,L100004,T0003,JP398794-01,J94-01,1
20190803,11:48:00,L100004,T0004,JP398794-01,J94-01,1
20190803,11:49:00,L100004,T0005,JP398794-01,J94-01,
20190803,11:50:00,L100004,T0006,JP398794-01,J94-01,1
20190803,11:51:00,L100004,T0003,JP398794-01,J94-01,1
20190803,11:52:00,L100004,T0004,JP398794-01,J94-01,1
20190803,11:53:00,L100004,T0005,JP398794-01,J94-01,1
20190804,9:43:00,L100003,R1011,JP398764-01,J64-01,
20190804,9:44:00,L100003,R1012,JP398764-01,J64-01,1
20190804,9:45:00,L100003,R1013,JP398764-01,J64-01,1
20190804,9:46:00,L100003,R1014,JP398764-01,J64-01,1
20190804,9:47:00,L100003,R1011,JP398764-01,J64-01,1
20190804,9:48:00,L100003,R1012,JP398764-01,J64-01,1
20190804,9:49:00,L100003,R1013,JP398764-01,J64-01,2
20190804,9:50:00,L100003,R1014,JP398764-01,J64-01,2
20190804,9:51:00,L100003,R1011,JP398764-01,J64-01,
20190804,9:52:00,L100003,R1012,JP398764-01,J64-01,
20190804,9:53:00,L100003,R1013,JP398764-01,J64-01,3
20190804,9:54:00,L100003,R1014,JP398764-01,J64-01,
20190804,9:55:00,L100003,R1011,JP398764-01,J64-01,
20190804,9:56:00,L100003,R1012,JP398764-01,J64-01,
20190804,9:57:00,L100003,R1013,JP398764-01,J64-01,4
20190804,9:58:00,L100003,R1014,JP398764-01,J64-01,5
20190804,9:59:00,L100003,R1011,JP398764-01,J64-01,5
20190804,10:00:00,L100003,R1012,JP398764-01,J64-01,5
20190804,10:01:00,L100003,R1013,JP398764-01,J64-01,2
20190804,10:02:00,L100003,R1014,JP398764-01,J64-01,1
20190804,10:03:00,L100003,R1011,JP398764-01,J64-01,2
20190804,10:04:00,L100003,R1012,JP398764-01,J64-01,1
20190804,10:05:00,L100003,R1013,JP398764-01,J64-01,1
20190804,10:06:00,L100003,R1014,JP398764-01,J64-01,1
20190804,10:07:00,L100003,R1011,JP398764-01,J64-01,1
20190804,10:08:00,L100003,R1012,JP398764-01,J64-01,1
20190804,10:09:00,L100003,R1013,JP398764-01,J64-01,1
20190804,10:10:00,L100003,R1014,JP398764-01,J64-01,1
20190804,10:11:00,L100003,R1011,JP398764-01,J64-01,1
20190804,10:12:00,L100003,R1012,JP398764-01,J64-01,1
20190804,10:13:00,L100003,R1013,JP398764-01,J64-01,1
20190804,10:14:00,L100003,R1014,JP398764-01,J64-01,
20190804,10:15:00,L100003,R1011,JP398764-01,J64-01,1
20190804,10:16:00,L100003,R1012,JP398764-01,J64-01,1
20190804,10:17:00,L100003,R1013,JP398764-01,J64-01,1
20190804,10:18:00,L100003,R1014,JP398764-01,J64-01,
20190805,9:12:00,L100001,R1011,JP398764-01,J64-01,
20190805,9:13:00,L100001,R1012,JP398764-01,J64-01,2
20190805,9:14:00,L100001,R1013,JP398764-01,J64-01,
20190805,9:15:00,L100001,R1014,JP398764-01,J64-01,1
20190805,9:16:00,L100001,R1011,JP398764-01,J64-01,2
20190805,9:17:00,L100001,R1012,JP398764-01,J64-01,
20190805,9:18:00,L100001,R1013,JP398764-01,J64-01,2
20190805,9:19:00,L100001,R1014,JP398764-01,J64-01,
20190805,9:20:00,L100001,R1011,JP398764-01,J64-01,2
20190805,9:21:00,L100001,R1012,JP398764-01,J64-01,2
20190805,9:22:00,L100001,R1013,JP398764-01,J64-01,2
20190805,9:23:00,L100001,R1014,JP398764-01,J64-01,2
20190805,9:24:00,L100001,R1011,JP398764-01,J64-01,2
20190805,9:25:00,L100001,R1012,JP398764-01,J64-01,2
20190805,9:26:00,L100001,R9001,JP398784-02,J84-02,2
20190805,9:27:00,L100001,R9002,JP398784-02,J84-02,2
20190805,14:02:00,L100002,R9003,JP398784-02,J84-02,1
20190805,14:03:00,L100002,R9004,JP398784-02,J84-02,1
20190805,14:04:00,L100002,R9005,JP398784-02,J84-02,1
20190805,14:05:00,L100002,R9006,JP398784-02,J84-02,1
20190805,14:06:00,L100002,R9007,JP398784-02,J84-02,1
20190805,14:07:00,L100002,R9008,JP398784-02,J84-02,1
20190805,14:08:00,L100002,R9009,JP398784-02,J84-02,4
20190805,14:09:00,L100002,R9010,JP398784-02,J84-02,4
20190805,14:10:00,L100002,R9011,JP398784-02,J84-02,4
20190805,14:11:00,L100002,R9012,JP398784-02,J84-02,4
20190805,14:12:00,L100002,R9011,JP398784-02,J84-02,4
20190805,14:13:00,L100002,R9005,JP398784-02,J84-02,3
20190805,14:14:00,L100002,R9006,JP398784-02,J84-02,4
20190805,14:15:00,L100002,R9007,JP398784-02,J84-02,2
20190805,14:16:00,L100002,R9008,JP398784-02,J84-02,2
20190805,14:17:00,L100002,R9003,JP398784-02,J84-02,2
20190805,14:18:00,L100002,R9004,JP398784-02,J84-02,2
20190805,14:19:00,L100002,R9005,JP398784-02,J84-02,2
20190805,14:20:00,L100002,R9006,JP398784-02,J84-02,
20190805,14:21:00,L100002,R9007,JP398784-02,J84-02,1
20190806,8:32:00,L100004,R9008,JP398784-02,J84-02,1
20190806,8:33:00,L100004,R9003,JP398784-02,J84-02,1
20190806,8:34:00,L100004,R9004,JP398784-02,J84-02,1
20190806,8:35:00,L100004,R9005,JP398784-02,J84-02,1
20190806,8:36:00,L100004,R9006,JP398784-02,J84-02,2
20190806,8:37:00,L100004,R9007,JP398784-02,J84-02,1
20190806,8:38:00,L100004,R9008,JP398784-02,J84-02,1
20190806,8:39:00,L100004,R9009,JP398784-02,J84-02,1
20190806,8:40:00,L100004,R9010,JP398784-02,J84-02,1
20190806,8:41:00,L100004,R9011,JP398784-02,J84-02,1
20190806,8:42:00,L100004,R9012,JP398784-02,J84-02,1
20190806,8:43:00,L100004,R9013,JP398784-02,J84-02,1
20190806,8:44:00,L100004,R9014,JP398784-02,J84-02,2
20190806,8:45:00,L100004,R9015,JP398784-02,J84-02,
20190806,8:46:00,L100004,R9016,JP398784-02,J84-02,2
20190806,8:47:00,L100004,R9017,JP398784-02,J84-02,2
20190806,8:48:00,L100004,R9018,JP398784-02,J84-02,2
20190806,8:49:00,L100004,R9019,JP398784-02,J84-02,2
20190806,8:50:00,L100004,R9004,JP398784-02,J84-02,3
20190806,8:51:00,L100004,R9001,JP398784-02,J84-02,3
20190806,8:52:00,L100004,R9002,JP398784-02,J84-02,1
20190806,8:53:00,L100004,R9003,JP398784-02,J84-02,1
20190806,8:54:00,L100004,R9004,JP398784-02,J84-02,1
20190806,8:55:00,L100004,R9005,JP398784-02,J84-02,1
20190807,12:31:00,L100003,R9006,JP398784-02,J84-02,1
20190807,12:32:00,L100003,R9007,JP398784-02,J84-02,1
20190807,12:33:00,L100003,R9001,JP398784-02,J84-02,1
20190807,12:34:00,L100003,R9002,JP398784-02,J84-02,1
20190807,12:35:00,L100003,R9003,JP398784-02,J84-02,1
20190807,12:36:00,L100003,R9004,JP398784-02,J84-02,1
20190807,12:37:00,L100003,R9005,JP398784-02,J84-02,1
20190807,12:38:00,L100003,R9006,JP398784-02,J84-02,1
20190807,12:39:00,L100003,R9007,JP398784-02,J84-02,1
20190807,12:40:00,L100003,T0001,JP398794-01,J94-01,1
20190807,12:41:00,L100003,T0002,JP398794-01,J94-01,
20190807,12:42:00,L100003,T0003,JP398794-01,J94-01,2
20190807,12:43:00,L100003,T0004,JP398794-01,J94-01,3
20190807,12:44:00,L100003,T0005,JP398794-01,J94-01,3
20190807,12:45:00,L100003,T0006,JP398794-01,J94-01,3
20190807,12:46:00,L100003,T0007,JP398794-01,J94-01,3
20190807,12:47:00,L100003,T0008,JP398794-01,J94-01,3
20190807,12:48:00,L100003,T0009,JP398794-01,J94-01,3
20190807,12:49:00,L100003,T0010,JP398794-01,J94-01,3
20190807,12:50:00,L100003,T0011,JP398794-01,J94-01,3
20190807,12:51:00,L100003,T0012,JP398794-01,J94-01,3
20190807,12:52:00,L100003,T0013,JP398794-01,J94-01,3
20190807,12:53:00,L100003,T0014,JP398794-01,J94-01,3
20190807,12:54:00,L100003,T0015,JP398794-01,J94-01,3
20190808,12:55:00,L100003,T0001,JP398794-01,J94-01,3
20190808,12:56:00,L100003,T0002,JP398794-01,J94-01,3
20190808,12:57:00,L100003,T0003,JP398794-01,J94-01,3
20190808,12:58:00,L100003,T0004,JP398794-01,J94-01,3
20190808,12:59:00,L100003,T0005,JP398794-01,J94-01,3
20190808,13:00:00,L100003,T0006,JP398794-01,J94-01,3
20190808,13:01:00,L100003,T0007,JP398794-01,J94-01,3
20190808,13:02:00,L100003,T0008,JP398794-01,J94-01,3
20190808,13:03:00,L100003,T0009,JP398794-01,J94-01,3
20190808,13:04:00,L100003,T0010,JP398794-01,J94-01,3
20190808,13:05:00,L100003,T0011,JP398794-01,J94-01,3
20190808,13:06:00,L100003,T0012,JP398794-01,J94-01,2
20190808,13:07:00,L100003,T0013,JP398794-01,J94-01,2
20190808,13:08:00,L100003,T0014,JP398794-01,J94-01,2
20190808,13:09:00,L100003,T0015,JP398794-01,J94-01,2
20190808,13:10:00,L100003,T0001,JP398794-01,J94-01,2
20190808,13:11:00,L100003,T0002,JP398794-01,J94-01,3
20190808,13:12:00,L100003,T0003,JP398794-01,J94-01,3
20190808,13:13:00,L100003,T0004,JP398794-01,J94-01,1
20190808,13:14:00,L100003,T0005,JP398794-01,J94-01,1
20190808,13:15:00,L100003,T0006,JP398794-01,J94-01,1
20190808,13:16:00,L100003,T0007,JP398794-01,J94-01,1
20190808,13:17:00,L100003,T0008,JP398794-01,J94-01,1
20190808,13:18:00,L100003,T0009,JP398794-01,J94-01,1
20190808,13:19:00,L100003,T0010,JP398794-01,J94-01,1
20190808,13:20:00,L100003,T0011,JP398794-01,J94-01,1
20190808,13:21:00,L100003,T0012,JP398794-01,J94-01,
20190808,13:22:00,L100003,T0013,JP398794-01,J94-01,
20190808,13:23:00,L100003,T0014,JP398794-01,J94-01,1
20190808,13:24:00,L100003,T0015,JP398794-01,J94-01,2
20190808,13:25:00,L100003,T0003,JP398794-01,J94-01,3
20190808,13:26:00,L100003,T0004,JP398794-01,J94-01,4
20190809,17:01:00,L100002,T0005,JP398794-01,J94-01,5
20190809,17:02:00,L100002,T0006,JP398794-01,J94-01,5
20190809,17:03:00,L100002,T0003,JP398794-01,J94-01,3
20190809,17:04:00,L100002,T0004,JP398794-01,J94-01,3
20190809,17:05:00,L100002,T0005,JP398794-01,J94-01,3
20190809,17:06:00,L100002,R1011,JP398764-01,J64-01,3
20190809,17:07:00,L100002,R1012,JP398764-01,J64-01,3
20190809,17:08:00,L100002,R1013,JP398764-01,J64-01,3
20190809,17:09:00,L100002,R1014,JP398764-01,J64-01,3
20190809,17:10:00,L100002,R1011,JP398764-01,J64-01,2
20190809,17:11:00,L100002,R1012,JP398764-01,J64-01,2
20190809,17:12:00,L100002,R1013,JP398764-01,J64-01,2
20190809,17:13:00,L100002,R1014,JP398764-01,J64-01,1
20190809,17:14:00,L100002,R1011,JP398764-01,J64-01,1
20190809,17:15:00,L100002,R1012,JP398764-01,J64-01,1
20190809,17:16:00,L100002,R1013,JP398764-01,J64-01,
20190809,17:17:00,L100002,R1014,JP398764-01,J64-01,1
20190809,17:18:00,L100002,R1011,JP398764-01,J64-01,1
20190809,17:19:00,L100002,R1012,JP398764-01,J64-01,1
20190809,17:20:00,L100002,R1013,JP398764-01,J64-01,1
20190809,17:21:00,L100002,R1014,JP398764-01,J64-01,1
20190810,15:09:00,L100003,R1011,JP398764-01,J64-01,1
20190810,15:10:00,L100003,R1012,JP398764-01,J64-01,1
20190810,15:11:00,L100003,R1013,JP398764-01,J64-01,1
20190810,15:12:00,L100003,R1014,JP398764-01,J64-01,1
20190810,15:13:00,L100003,R1011,JP398764-01,J64-01,1
20190810,15:14:00,L100003,R1012,JP398764-01,J64-01,1
20190810,15:15:00,L100003,R1013,JP398764-01,J64-01,1
20190810,15:16:00,L100003,R1014,JP398764-01,J64-01,1
20190810,15:17:00,L100003,R1011,JP398764-01,J64-01,
20190810,15:18:00,L100003,R1012,JP398764-01,J64-01,1
20190810,15:19:00,L100003,R1013,JP398764-01,J64-01,1
20190810,15:20:00,L100003,R1014,JP398764-01,J64-01,1
20190810,15:21:00,L100003,R1011,JP398764-01,J64-01,
20190810,15:22:00,L100003,R1012,JP398764-01,J64-01,
20190810,15:23:00,L100003,R1013,JP398764-01,J64-01,2
20190810,15:24:00,L100003,R1014,JP398764-01,J64-01,
20190810,15:25:00,L100003,R1011,JP398764-01,J64-01,1
20190810,15:26:00,L100003,R1012,JP398764-01,J64-01,2
20190810,15:27:00,L100003,R1013,JP398764-01,J64-01,
20190810,15:28:00,L100003,R1014,JP398764-01,J64-01,2
20190810,15:29:00,L100003,R1011,JP398764-01,J64-01,
20190810,15:30:00,L100003,R1012,JP398764-01,J64-01,2
20190810,15:31:00,L100003,R1013,JP398764-01,J64-01,2
20190810,15:32:00,L100003,R1014,JP398764-01,J64-01,2
20190810,15:33:00,L100003,R1011,JP398764-01,J64-01,2
20190810,15:34:00,L100003,R1012,JP398764-01,J64-01,2
20190810,15:35:00,L100003,R1013,JP398764-01,J64-01,2
20190810,15:36:00,L100003,R1014,JP398764-01,J64-01,2
20190810,15:37:00,L100003,R1011,JP398764-01,J64-01,2
20190810,15:38:00,L100003,R1012,JP398764-01,J64-01,1
20190811,14:21:00,L100001,R1013,JP398764-01,J64-01,1
20190811,14:22:00,L100001,R1014,JP398764-01,J64-01,1
20190811,14:22:00,L100001,R1011,JP398764-01,J64-01,1
20190811,14:22:00,L100001,R1012,JP398764-01,J64-01,1
20190811,14:22:00,L100001,R9001,JP398784-02,J84-02,1
20190811,14:22:00,L100001,R9002,JP398784-02,J84-02,4
20190811,14:22:00,L100001,R9003,JP398784-02,J84-02,4
20190811,14:22:00,L100001,R9004,JP398784-02,J84-02,4
20190811,14:22:00,L100001,R9005,JP398784-02,J84-02,4
20190811,14:22:00,L100001,R9006,JP398784-02,J84-02,4
20190811,14:22:00,L100001,R9007,JP398784-02,J84-02,3
20190811,14:22:00,L100001,R9008,JP398784-02,J84-02,4
20190811,14:22:00,L100001,R9009,JP398784-02,J84-02,2
20190811,14:22:00,L100001,R9010,JP398784-02,J84-02,2
20190811,14:22:00,L100001,R9011,JP398784-02,J84-02,2
20190811,14:22:00,L100001,R9012,JP398784-02,J84-02,2
20190811,14:22:00,L100001,R9011,JP398784-02,J84-02,2
20190811,14:22:00,L100001,R9005,JP398784-02,J84-02,
20190811,14:22:00,L100001,R9006,JP398784-02,J84-02,1
20190812,10:34:00,L100004,R9007,JP398784-02,J84-02,1
20190812,10:35:00,L100004,R9008,JP398784-02,J84-02,1
20190812,10:36:00,L100004,R9003,JP398784-02,J84-02,1
20190812,10:37:00,L100004,R9004,JP398784-02,J84-02,1
20190812,10:38:00,L100004,R9005,JP398784-02,J84-02,2
20190812,10:39:00,L100004,R9006,JP398784-02,J84-02,1
20190812,10:40:00,L100004,R9007,JP398784-02,J84-02,1
20190812,10:41:00,L100004,R9008,JP398784-02,J84-02,1
20190812,10:42:00,L100004,R9003,JP398784-02,J84-02,1
20190812,10:43:00,L100004,R9004,JP398784-02,J84-02,1
20190812,10:44:00,L100004,R9005,JP398784-02,J84-02,1
20190812,10:45:00,L100004,R9006,JP398784-02,J84-02,1
20190812,10:46:00,L100004,R9007,JP398784-02,J84-02,2
20190812,11:45:00,L100004,R9008,JP398784-02,J84-02,
20190812,11:46:00,L100004,R9009,JP398784-02,J84-02,2
20190812,11:47:00,L100004,R9010,JP398784-02,J84-02,2
20190812,11:48:00,L100004,R9011,JP398784-02,J84-02,2
20190812,11:49:00,L100004,R9012,JP398784-02,J84-02,2
20190812,11:50:00,L100004,R9013,JP398784-02,J84-02,3
20190812,11:51:00,L100004,R9014,JP398784-02,J84-02,3
20190812,11:52:00,L100004,R9015,JP398784-02,J84-02,1
20190812,11:53:00,L100004,R9016,JP398784-02,J84-02,1
20190812,11:54:00,L100004,R9017,JP398784-02,J84-02,1
20190812,11:55:00,L100004,R9018,JP398784-02,J84-02,1
20190812,11:56:00,L100004,R9019,JP398784-02,J84-02,1
20190812,11:57:00,L100004,R9004,JP398784-02,J84-02,1
20190812,11:58:00,L100004,R9001,JP398784-02,J84-02,1
20190813,13:01:00,L100002,R9002,JP398784-02,J84-02,1
20190813,13:02:00,L100002,R9003,JP398784-02,J84-02,1
20190813,13:03:00,L100002,R9004,JP398784-02,J84-02,1
20190813,13:04:00,L100002,R9005,JP398784-02,J84-02,1
20190813,13:05:00,L100002,R9006,JP398784-02,J84-02,1
20190813,13:06:00,L100002,R9007,JP398784-02,J84-02,1
20190813,13:07:00,L100002,R9001,JP398784-02,J84-02,1
20190813,13:08:00,L100002,R9002,JP398784-02,J84-02,
20190813,13:09:00,L100002,R9003,JP398784-02,J84-02,2
20190813,13:10:00,L100002,R9004,JP398784-02,J84-02,3
20190813,13:11:00,L100002,R9005,JP398784-02,J84-02,3
20190813,13:12:00,L100002,R9006,JP398784-02,J84-02,3
20190813,13:13:00,L100002,R9007,JP398784-02,J84-02,3
20190813,13:14:00,L100002,T0001,JP398794-01,J94-01,3
20190813,13:15:00,L100002,T0002,JP398794-01,J94-01,3
20190813,13:16:00,L100002,T0003,JP398794-01,J94-01,3
20190813,13:17:00,L100002,T0004,JP398794-01,J94-01,3
20190813,13:18:00,L100002,T0005,JP398794-01,J94-01,3
20190813,13:19:00,L100002,T0006,JP398794-01,J94-01,3
20190813,13:20:00,L100002,T0007,JP398794-01,J94-01,3
20190813,13:21:00,L100002,T0008,JP398794-01,J94-01,3
20190813,13:22:00,L100002,T0009,JP398794-01,J94-01,3
20190813,13:23:00,L100002,T0010,JP398794-01,J94-01,3
20190813,13:24:00,L100002,T0011,JP398794-01,J94-01,3
20190813,15:12:00,L100002,T0012,JP398794-01,J94-01,3
20190813,15:13:00,L100002,T0013,JP398794-01,J94-01,3
20190813,15:14:00,L100002,T0014,JP398794-01,J94-01,3
20190813,15:15:00,L100002,T0015,JP398794-01,J94-01,3
